"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","hashtags/30","hashtags/31","hashtags/32","url","videoPlayCount","likesCount","commentsCount","timestamp"
"Palestine","Palestine🇵🇸","Palestinians","PalestineUnderAttack","FreePalestine","PalestineWillBeFree","FreePalestine🇵🇸","FreeGaza","Gaza","GazaStrip","Rafah","StandWithPalestine","iStandWithPalestine","EndTheOccupation","CeaseFirenow","PermanentCeasefireNow","NeverAgainIsNow","SaveGaza","SaveGazaChildren","SavePalestine","HumanRights","GazaUnderAttack","GazaUnderFire","SpeakUp","JusticeForPalestine","PalestinianLivesMatter","WorldPeace","Genocide","JusticeForAll",,,,,"https://www.instagram.com/p/C4qq0xDymjG/",,"0","0","2024-03-18T19:05:51.000Z"
"ceasefirenow","freegaza","freepalestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qpGpovPuS/",,"16","1","2024-03-18T18:50:49.000Z"
"فلسطين","غزة","تبرع","صدقة","gaza","palastine🇵🇸","palästina","freegaza","gaza_under_attack","غزّة","غزة_تقاوم",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qtkzlS0wj/",,"0","0","2024-03-18T19:29:53.000Z"
"RachelCorrie","SaveGaza","FreePalestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q1CYROVUg/",,"5","0","2024-03-18T20:35:05.000Z"
"stopgenocideingaza🇵🇸","freepalestine🇵🇸","landback",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qplZmv0lv/",,"0","0","2024-03-18T18:55:01.000Z"
"freepalestine","freegaza","genocideingaza","gazaunderattacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qn1cpoBLe/",,"2","0","2024-03-18T18:39:44.000Z"
"palestine","palestine🇵🇸","palestinewillbefree","freepalestine","gaza","savegaza","canada","usa","edmonton","calgary","vancouver","montreal","toronto","ottawa","freedom","justice","🔻","🍉","🇵🇸فلسطين",,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qiUQuPl-C/",,"46","0","2024-03-18T17:51:30.000Z"
"palestine","freepalestine","freegaza","israelicrimes","humanrights","GazaGenocide","GazaSpeaksUp","ceasefirenow","palestinianlivesmatter🇵🇸","AirDripAidNorthGaza",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qn1ecLOlr/",,"0","0","2024-03-18T18:39:44.000Z"
"freepalestine","freefreepalestine","gazaunderattack","letgazalive","palestine","gaza","protest","savegaza","savepalestine","ffcof2020too",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qZEYVO8qQ/",,"18","0","2024-03-18T16:30:42.000Z"
"islam","islamicquotes","islampost","instagram","shareassadqahejariyah🤍","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qf_P4SE6a/",,"1","0","2024-03-18T17:31:10.000Z"
"designkelascantikmurah","designkece","designfont","graphicdesign","artwork","artgallery","editorindonesia","ikspisedunia","ikspinusantara","ikspikerasakti","artcollector","editorial","designkelascantik","designsekolah","pshtmadiun","pagarnusa","pscp","timnasday","freepalestine🇵🇸","lfl❤️","paskerkedungklantinks","opencommissionindonesia","opendesain","designumum","ikspikembangbahu",,,,,,,,,"https://www.instagram.com/p/C4qoVftvR7W/",,"6","0","2024-03-18T18:44:06.000Z"
"muslim","islam","askforusinjannah","palestine","gaza","freepalestine","ramadan","muslims","dua","jannah",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q4QT8ozxR/",,"1","0","2024-03-18T21:03:12.000Z"
"palestine","freepalestine","gaza","islam","savepalestine","muslim","palestina","indonesia","palestinian","love","lebanon","alquds","turkey","jordan","westbank","palestinewillbefree","allah","savegaza","alaqsa","iraq","quran","gazaunderattack","bds","boycottisrael","hijrah","prayforpalestine","ramazan","ramadanmubarak","ramadankareem","namaz",,,,"https://www.instagram.com/p/C4qmZVOPJSY/",,"17","0","2024-03-18T18:27:09.000Z"
"palestine","freepalestine","gaza","islam","israel","jerusalem","savepalestine","muslim","syria","palestina","indonesia","palestinian","love","lebanon","alquds","turkey","jordan","westbank","palestinewillbefree","allah","savegaza","alaqsa","iraq","quran","gazaunderattack","bds","boycottisrael","egypt","hijrah","prayforpalestine",,,,"https://www.instagram.com/p/C4qoS9WhMMC/",,"2","0","2024-03-18T18:43:45.000Z"
"filistin","libya","iran","azerbaycan","m","cezayir","gazze","gazzeçocuklarıölüyor","rusya","kudüs","almanya","istanbul","dubai","russia","gazzeçocukları","kazakistan","palestine","palestinewillbefree🇵🇸",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q4wEus93a/",,"0","0","2024-03-18T21:07:33.000Z"
"icj","trudeau","melaniejoly","genocide","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qn6yvOSy5/",,"3","0","2024-03-18T18:40:27.000Z"
"NoticiasHoy","Palestina","Gaza","SaveGaza","PalestinaResiste","GazaUnderAttack","IsraeliCrimes","ceasefireInGazaNOW",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qw8-9xeIV/",,"0","0","2024-03-18T19:59:24.000Z"
"غزة_تحت_القصف","غزة_الغزة","فلسطين","gazzedekatliamvar","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qxsQzCa4r/",,"6","0","2024-03-18T20:05:51.000Z"
"palestinewillbefree","freepalestine","prayforgaza","prayforpalestine","stopgenocideingaza","ceasefireingaza","palestinelivesmatter","ummahofprophetmuhammadﷺ","islam","closertoAllah","savegaza","peopleofgaza","palestineforever",,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qkyutsmre/",,"5","0","2024-03-18T18:13:09.000Z"
"sadiasehar","ramadankareem","islam","muslim","allah","quranverses","ramadhan","islamicquotes","love","islamic","muslimah","ramadanmubarak","hijab","sunnah","makkah","allahuakbar","instagram","dua","deen","alhamdulillah","freepalestine","freegaza","jannah","iftar",,,,,,,,,,"https://www.instagram.com/p/C4qlpbMKdFW/",,"6","0","2024-03-18T18:20:37.000Z"
"awareness","oneummah","মুনাফিক","ঢাকা","বাংলাদেশ","SaveGaza","savepalestine",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qkzDMx6p6/",,"0","0","2024-03-18T18:13:12.000Z"
"freepalestine","freegaza","oic","muslimworld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qlphrvkm1/",,"0","0","2024-03-18T18:20:37.000Z"
"ai","freepalestine","freedom","gaza","savegaza","save_gaza","🇵🇸","fyp","trending","flowers","viral","ALLAH","islam","prayer","me","cute","instagram","instagood","instamood","beautiful","islamic","photooftheday","love","photography","press","journalist","journaling",,,,,,,"https://www.instagram.com/p/C4qoVwWsIJ5/",,"753","7","2024-03-18T18:44:08.000Z"
"savegaza","freepalestine","palestine","gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qiEk9NK12/",,"17","0","2024-03-18T17:49:22.000Z"
"ramadan","children","ramadanmubarak","freegaza","aids","charity",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qjQGZIuNp/",,"1","0","2024-03-18T17:59:41.000Z"
"mideast","israel","palestine","news","csmonitor","ap","worldnews","world","MonitorDifference","valuesjournalism",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q39i6L2Oe/",,"6","0","2024-03-18T21:01:23.000Z"
"SaveGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qgCmbR7bM/",,"0","0","2024-03-18T17:31:40.000Z"
"resistance","freegaza","freegaza🇵🇸","freepalestine🇵🇸","palestinelivesmatter🇵🇸","pontdesamours","pontdesamoursannecy❤️","annecy","venisedesalpes",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qjKXsop7c/",,"10","3","2024-03-18T17:58:54.000Z"
"palestine🇵🇸","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qzHbnogeQ/",,"12","0","2024-03-18T20:18:18.000Z"
"abandonbiden","airdropaidforgaza","ceasefirenow","freepalestine","savejenin","gazaunderattack","istandwithpalestine","gazagenocide","strikeforgaza","endisraelsgenocide","EndIsraelsGenocide","freegaza","افتحوا_المعابر_إلى_فلسطين","saverafah",",","افتحوا_معبر_رفح","saverafah,","expelusafromun",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qhhZGM2mS/",,"2","0","2024-03-18T17:44:34.000Z"
"SaveGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qfrVAAOGb/",,"1","1","2024-03-18T17:28:29.000Z"
"UA","universityofakron","sjp","studentsforjusticeinpalestine","sjpakron","uasjp","palestine","watermelon","freepalestine","akron","culturenight","food","westbank","gaza","freegaza",,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qhRghp-3m/",,"-1","7","2024-03-18T17:42:24.000Z"
"ceasefiremeow","ceasefirenow🇵🇸","ceasefire","ceasefirenow","ceasefireingazanow","gaza","gazaunderattack","gazagenocide","freegaza","gazapalestine","palestine","palestine🇵🇸","freepalestine","catsofinstagram","metahatescats","cat","catlover","cats",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qpPBrO5_-/",,"596","6","2024-03-18T18:51:58.000Z"
"islam","quran","gaza","palestine","ayat","اسلاميات","اسلام","عربي","دين","دعوة","غزة","فلسطين",,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q3W2IoL-1/",,"79","0","2024-03-18T20:55:22.000Z"
"gazaunderattack","gaza","savegaza","ceasefire","freepalestine","fripalestina","frittpalestina","flyktninghjelpen","nrc","savegazachildren","palestina","palestinakomiteen","palestinakomiteeninorge","palestinakomiteenioslo","palestinakomiteenistavanger","palestinakomiteenibergen","ceasefirenow","fromtherivertotheseapalestinewillbefree","fromtherivertothesea","gaza_under_attack","palestine","palestinewillbefree","israel","benjaminnetanyahu","genocide","genocide_in_gaza","motazazaiza","norge","gofundme",,,,,"https://www.instagram.com/p/C4qd4Hyq3Zh/",,"18","0","2024-03-18T17:12:43.000Z"
"SaveGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qepPyJxSZ/",,"0","0","2024-03-18T17:19:28.000Z"
"halal","islamicquotes","islampost","shareassadqahejariyah🤍","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qgS1jyt6f/",,"1","0","2024-03-18T17:33:50.000Z"
"ramdanday8❣️✨","ramadankareem","turntoallah","savepalestine🇵🇸","freepalestine🇵🇸","roza","quranthewayoflife","quranguidanceforall","quranguidance","ramdanmubarak","to","istanbul","bagdad","kabul","doha","dubai🇦🇪","uae","qatar","riyadh","jidah","karachi","lahor","dhaka",,,,,,,,,,,"https://www.instagram.com/p/C4qgVNDvzDw/",,"2","0","2024-03-18T17:34:10.000Z"
"freepalestine","freegaza","stopbombinggaza","stopbombingcivilians","israelicrimes","israelicrimesagainsthumanity","deathtozionism","boycottisraelapartheid","boycottisraelproducts","boycottmcdonalds","boycottstarbucks","istandwithpalestine","standwithpalestine","boycottshakeshack","standwithpalestine🇵🇸❤️🇵🇰✊","boycottburgerking","boycottdominospizza","boycottcarrefour","boycottpapajohns","boycottaxa","boycotthp","boycottsiemens","stolenbeauty","boycottahava","boycottsodastream","boycottpizzahut","nakba2023","BoycottCocaCola","BoycottIsraeliGoods","BoycottPepsi",,,,"https://www.instagram.com/p/C4qgcnYoEZK/",,"3","0","2024-03-18T17:35:10.000Z"
"freepalestine","freegaza","stopbombinggaza","stopbombingcivilians","israelicrimes","israelicrimesagainsthumanity","deathtozionism","boycottisraelapartheid","boycottisraelproducts","boycottmcdonalds","boycottstarbucks","istandwithpalestine","standwithpalestine","boycottshakeshack","standwithpalestine🇵🇸❤️🇵🇰✊","boycottburgerking","boycottdominospizza","boycottcarrefour","boycottpapajohns","boycottaxa","boycotthp","boycottsiemens","stolenbeauty","boycottahava","boycottsodastream","boycottpizzahut","nakba2023","BoycottCocaCola","BoycottIsraeliGoods","BoycottPepsi",,,,"https://www.instagram.com/p/C4qgde6I0WV/",,"0","0","2024-03-18T17:35:17.000Z"
"FreePalestine","FreeGaza","FreeRafah","FromTheRiverToTheSea","🇵🇸","🍉","IsraelIsATerroristState","ZionismIsUgly","ZionismIsTerrorism","ZionistsAreTerrorists","FuckZionism","FUCKISRAEL","FuckTheUsa","fuckbiden","fucktrump","israeldoesntexist","FuckTheIDF","FuckTheIOF",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qzAVVyQ_n/",,"2","0","2024-03-18T20:17:20.000Z"
"SaveGaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qfDrPChdH/",,"0","0","2024-03-18T17:23:09.000Z"
"freepalestine🇵🇸","supportpalestine🇵🇸","savegaza🇵🇸","ceasefirenow🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qf1MxtaiX/",,"1","0","2024-03-18T17:29:47.000Z"
"freepalestine","freepalestine🇵🇸","palestine","palestine🇵🇸","palestinewillbefree","fromtherivertothesea",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q1dt5Sl63/",,"9","1","2024-03-18T20:38:49.000Z"
"gaza","gazaunderattack","rafah","palestine","usa","nyc","freepalestine","landpalestine","ceasefirenow","genocide","gazastarving","yemen","handsoffrafah","istandwithpalestine","israel","breakthesiege","taylorswift","childrenofgaza","khanyunis","freegaza","stopwar","graveyardofchildren","feednorthgaza","warcrimes","ramadan",,,,,,,,,"https://www.instagram.com/p/C4qfggPuIW6/",,"0","0","2024-03-18T17:26:58.000Z"
"solidarity","ceasefirenow🇵🇸","ceasefirenow","yemen","boycottjohnsonandjohnson","boycottjohnson","gazagenocide","genocide","palestine","allahuakbar","allah","palestina","muhammadﷺ","quransayings","quran","muslim","istandwithpalestine","gaza","gazaunderattack","palestine🇵🇸","boycottstarbucks","starbucksboycott","freegaza","freepalastine🇵🇸","savepalestine","savegaza","ramazan","boycottmcdonalds","rafah",,,,,"https://www.instagram.com/p/C4qcK_ko1b_/",,"0","0","2024-03-18T16:57:49.000Z"
"ceasefirenow","freepalestine","genocide","gazastarving","gaza","yemen","handsoffrafah","palestine","rafah","istandwithpalestine","israel","breakthesiege","gazaunderattack","taylorswift","childrenofgaza","khanyunis","freegaza","stopwar","graveyardofchildren","feednorthgaza","warcrimes","ramadan","lebanon","swifties","reels","news","un","icj",,,,,,"https://www.instagram.com/p/C4qfs3Xue9_/",,"0","0","2024-03-18T17:28:39.000Z"
"realism","syria","freepalestine","freegaza","antiwarart","artagainstwar","awardwinningartist","portraitartist","stopbombingchildren",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qifgoPLhn/",,"28","2","2024-03-18T17:53:04.000Z"
"gazaunderattack","fromrivertotheseapalestinewillbefree","bombinggazaiscrimeagainsthumanity","bombinggaza","palastinelivesmatter","palastinewillbefree","freepalestine","stopthisgenocide","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qgHKkvCeU/",,"1","0","2024-03-18T17:32:15.000Z"
"gazaunderattack","fromrivertotheseapalestinewillbefree","bombinggazaiscrimeagainsthumanity","bombinggaza","palastinelivesmatter","palastinewillbefree","freepalestine","stopthisgenocide","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qgES2PIXR/",,"1","0","2024-03-18T17:31:51.000Z"
"cricketnews","babargoat","cricketnewsdaliy","palestine","pakistasuperleague","pslnews","khulkekhel","hblspl8","icc","bcci","babar",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q2YxdSsaj/",,"11","0","2024-03-18T20:46:53.000Z"
"islamicpost","AbdulRehman","FreePalestine","FreeGaza","israelterrorists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qez_UoNpM/",,"1","0","2024-03-18T17:20:59.000Z"
"freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4oJMinyYPb/",,"53","10","2024-03-17T19:33:31.000Z"
"abandonbiden","airdropaidforgaza","ceasefirenow","freepalestine","savejenin","gazaunderattack","istandwithpalestine","gazagenocide","strikeforgaza","endisraelsgenocide","EndIsraelsGenocide","freegaza","افتحوا_المعابر_إلى_فلسطين","saverafah",",","افتحوا_معبر_رفح","saverafah,","expelusafromun",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qeTJvsUWp/",,"1","0","2024-03-18T17:16:24.000Z"
"freepalestine","freegaza","stopbombinggaza","stopbombingcivilians","israelicrimes","israelicrimesagainsthumanity","deathtozionism","boycottisraelapartheid","boycottisraelproducts","boycottmcdonalds","boycottstarbucks","istandwithpalestine","standwithpalestine","boycottshakeshack","standwithpalestine🇵🇸❤️🇵🇰✊","boycottburgerking","boycottdominospizza","boycottcarrefour","boycottpapajohns","boycottaxa","boycotthp","boycottsiemens","stolenbeauty","boycottahava","boycottsodastream","boycottpizzahut","nakba2023","BoycottCocaCola","BoycottIsraeliGoods","BoycottPepsi",,,,"https://www.instagram.com/p/C4qgbw7oajY/",,"0","0","2024-03-18T17:35:03.000Z"
"fyp","repost","trend","trending","quotes","quotestagram","motivationalquotes","inspirationalquotes","story","status","freepalestine","palestine","freepalestina","renungan","ramadhanquotes","RamadhanKareem","ramadanmubarak",,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4q2XHJSJ-X/",,"1","0","2024-03-18T20:46:40.000Z"
"palestine","israelpalestine","gazatoday","gazastrip","savetheirnames","gazanation","terrorism","warcrimes","yemen","iran","iraq","syria","bahrain","gaza","palestinian","freepalestine","freemuslims","palestina","savepalestine","genocide","humanrights","justiceforpalestine","islam","saudiarabia","israelioccupation","solidaritywithpalestine","ramallah","freegaza","savegaza","istandwithpalestine",,,,"https://www.instagram.com/p/C4qcBsTI635/",,"1","0","2024-03-18T16:56:33.000Z"
"abandonbiden","airdropaidforgaza","ceasefirenow","freepalestine","savejenin","gazaunderattack","istandwithpalestine","gazagenocide","strikeforgaza","endisraelsgenocide","EndIsraelsGenocide","freegaza","افتحوا_المعابر_إلى_فلسطين","saverafah",",","افتحوا_معبر_رفح","saverafah,","expelusafromun",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qeM7Isx0J/",,"0","0","2024-03-18T17:15:33.000Z"
"رہا_کرو_عمران_خان_کو","قوم_کا_ہیرو_عمران_خان","مینڈیٹ_چور_بےشرم_لوگ","ظلم_کا_بدلہ_ووٹ_سے","ptiofficial","ptigovernement","SawatRedlineMuradsaeed","pakistan","imrankhan","#releaseimranriazkhan","freeafghanistan","instagood","behinduskipper","imrankhanpti","bahawalpur","palestine","الیکشن_کراو_پاکستان_بچاو","pakarmy","muradsaeedpti","primeministerimrankhan","pakistanzindabad","pmimrankhan","fashion","ptigovernment","forupage💓❤️🤩","pakistanunderfascism","ramzanmubarak","memestagrammeme",,,,,,"https://www.instagram.com/p/C4q0yZqIlTD/",,"7","0","2024-03-18T20:32:55.000Z"
"Naib_Mufti_e_aazam_punjab","Nazim_e_Talimaat_madarsa_Zeenat_UL_Uloom","general_secratary_Jamiatul_ulma_punjab","viralpost","instagood","muslim","alhumdulillah","ulma_e_deoband","Madaris","allahuakhbar","followｍe","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qgaKYvh8u/",,"48","0","2024-03-18T17:34:50.000Z"
"zohaib_sheikh_vlog","youtube","youtuber","freepalestine","freegaza","newpost",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qc06zNCUF/",,"2","0","2024-03-18T17:03:32.000Z"
"mentalhealthawareness","mentalhealthmatters","lgbtq","lgbtqia","trans","transjoy","transally","dfwtherapist","dallastherapist","queertherapist","queertherapy","queerjoy","latina","latine","bipocally","decolonizementalhealth","religioustraumarecovery","FreeGaza","FreePalestine",,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qbIYFuzru/",,"5","1","2024-03-18T16:48:43.000Z"
"islam","islamreminder","islamicreminders","islamicpost","boycottisraeliproducts","boycottisrael","deenkibatien","deenibatein","deeneislam","boycottisraelproducts","freepalestine","freegaza","fyp","explore",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qeEtXtpaf/",,"0","0","2024-03-18T17:14:26.000Z"
"abandonbiden","airdropaidforgaza","ceasefirenow","freepalestine","savejenin","gazaunderattack","istandwithpalestine","gazagenocide","strikeforgaza","endisraelsgenocide","EndIsraelsGenocide","freegaza","افتحوا_المعابر_إلى_فلسطين","saverafah",",","افتحوا_معبر_رفح","saverafah,","expelusafromun",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qeWJxMdls/",,"0","0","2024-03-18T17:16:49.000Z"
